                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     39,                 1.9624,                 2.1669,                 1.9639,                0.35833,                0.30627,                0.16166,                0.05481,                 2.4345,                 2.9396,                 2.3821,              0.0012489,              0.0012489,              0.0012489
                     40,                 1.9533,                 2.1736,                 1.9605,                0.31455,                0.36182,                 0.2105,                0.06696,                 2.3248,                 2.9468,                 2.3049,              0.0012379,              0.0012379,              0.0012379
                     41,                 1.9538,                 2.1299,                 1.9264,                0.34827,                0.29345,                0.21841,                 0.0871,                 2.3054,                 2.7066,                 2.3622,              0.0012269,              0.0012269,              0.0012269
                     42,                  1.966,                  2.166,                  1.957,                0.20694,                 0.3134,                0.15798,                0.04953,                 2.4203,                 2.9034,                 2.2773,              0.0012159,              0.0012159,              0.0012159
                     43,                 1.9432,                   2.14,                 1.9351,                0.26973,                0.32479,                0.23784,                0.09148,                 2.3097,                 2.6794,                  2.301,              0.0012049,              0.0012049,              0.0012049
                     44,                 1.9615,                 2.1107,                 1.9314,                0.16866,                0.28296,                0.12335,                0.04117,                 2.3893,                 2.9302,                 2.3646,              0.0011939,              0.0011939,              0.0011939
                     45,                 1.9217,                 2.0767,                 1.9072,                0.52552,                0.22837,                0.15547,                0.05145,                 2.3889,                  2.803,                 2.4019,              0.0011829,              0.0011829,              0.0011829
                     46,                 1.9582,                 2.1413,                  1.924,                0.36271,                0.35565,                0.28896,                0.09974,                 2.3422,                 2.5245,                 2.2382,              0.0011719,              0.0011719,              0.0011719
                     47,                 1.9206,                 2.1296,                 1.9246,                0.67767,                0.25494,                0.22328,                0.07509,                 2.2732,                 2.6029,                 2.3213,              0.0011609,              0.0011609,              0.0011609
                     48,                 1.9331,                 2.0944,                 1.9348,                0.24959,                0.33618,                0.17685,                0.05874,                 2.3141,                  2.739,                 2.3082,              0.0011499,              0.0011499,              0.0011499
                     49,                 1.9169,                 2.0421,                 1.9036,                0.31014,                0.37403,                0.23561,                0.06947,                  2.312,                 2.4323,                 2.2425,              0.0011389,              0.0011389,              0.0011389
                     50,                 1.8774,                  2.056,                 1.9012,                0.64979,                0.26635,                0.24274,                0.07569,                 2.3126,                 2.6983,                  2.305,              0.0011279,              0.0011279,              0.0011279
                     51,                 1.9232,                 2.0355,                 1.9217,                0.24849,                0.36325,                0.22235,                0.08116,                 2.3861,                 2.7444,                 2.4173,              0.0011169,              0.0011169,              0.0011169
                     52,                  1.884,                 2.0422,                 1.9013,                0.32755,                0.36577,                0.29477,                0.10462,                 2.3275,                 2.5084,                 2.2954,              0.0011059,              0.0011059,              0.0011059
                     53,                 1.9026,                 2.0686,                 1.8923,                0.24597,                0.37369,                0.22868,                0.08084,                  2.405,                 2.7315,                 2.4273,              0.0010949,              0.0010949,              0.0010949
                     54,                  1.897,                 2.0702,                 1.8963,                0.26876,                0.34277,                0.21603,                0.08223,                 2.3744,                 2.6251,                 2.3214,              0.0010839,              0.0010839,              0.0010839
                     55,                 1.8381,                 1.9695,                  1.851,                0.32046,                0.31719,                 0.2832,                0.10962,                 2.3661,                 2.5303,                  2.344,              0.0010729,              0.0010729,              0.0010729
                     56,                 1.9012,                 2.0731,                 1.9331,                0.39987,                0.26211,                0.23578,                0.07567,                 2.2993,                 2.6221,                 2.3396,              0.0010619,              0.0010619,              0.0010619
                     57,                 1.8597,                 1.9905,                 1.8775,                0.25961,                0.33666,                 0.2743,                0.09838,                 2.3305,                 2.5261,                 2.3896,              0.0010509,              0.0010509,              0.0010509
                     58,                 1.8977,                 2.0163,                 1.8939,                0.16089,                0.37464,                0.17568,                0.06401,                 2.4404,                 2.6229,                 2.4371,              0.0010399,              0.0010399,              0.0010399
                     59,                  1.858,                 1.9822,                 1.8681,                0.33583,                0.25451,                0.18981,                0.06374,                  2.374,                 2.7323,                 2.3102,              0.0010289,              0.0010289,              0.0010289
                     60,                 1.8136,                 1.9407,                  1.832,                0.26377,                0.36752,                0.24446,                0.08035,                 2.3962,                 2.5965,                 2.2739,              0.0010179,              0.0010179,              0.0010179
                     61,                 1.8418,                 1.9337,                 1.8217,                0.29919,                0.35613,                0.28442,                0.10417,                 2.3635,                 2.4975,                 2.3294,              0.0010069,              0.0010069,              0.0010069
                     62,                 1.8193,                 1.8852,                 1.8162,                0.32234,                0.33001,                0.24556,                0.07621,                 2.3598,                 2.4698,                 2.3334,             0.00099587,             0.00099587,             0.00099587
                     63,                 1.7793,                 1.8688,                 1.7978,                0.68634,                0.22982,                0.25605,                0.09155,                 2.3285,                 2.6483,                 2.3936,             0.00098486,             0.00098486,             0.00098486
                     64,                 1.8095,                 1.8825,                 1.8304,                0.41383,                0.31244,                 0.2735,                 0.1008,                 2.4143,                 2.6531,                 2.4455,             0.00097386,             0.00097386,             0.00097386
                     65,                 1.7854,                  1.841,                 1.8282,                0.21274,                0.32384,                0.21589,                0.07577,                 2.4546,                 2.5228,                 2.4254,             0.00096286,             0.00096286,             0.00096286
                     66,                 1.7889,                 1.8379,                 1.8174,                0.81563,                0.20513,                0.28032,                0.09599,                 2.3475,                   2.54,                 2.4457,             0.00095186,             0.00095186,             0.00095186
                     67,                 1.7413,                  1.824,                  1.787,                0.25188,                0.41216,                0.29028,                0.11094,                  2.292,                 2.4073,                 2.2956,             0.00094085,             0.00094085,             0.00094085
                     68,                 1.7426,                 1.8065,                 1.7883,                0.28999,                0.38699,                0.24471,                0.09551,                 2.4423,                 2.6468,                 2.4581,             0.00092985,             0.00092985,             0.00092985
                     69,                 1.7845,                 1.8701,                 1.8249,                0.27841,                0.34995,                0.21637,                0.07136,                 2.2795,                 2.4526,                 2.3184,             0.00091885,             0.00091885,             0.00091885
                     70,                 1.7733,                 1.8153,                 1.7931,                0.26466,                 0.4064,                0.23085,                0.08369,                 2.2738,                 2.4557,                 2.2993,             0.00090785,             0.00090785,             0.00090785
                     71,                   1.78,                 1.8095,                 1.8062,                0.27652,                  0.368,                0.26767,                0.10384,                 2.3184,                 2.5756,                  2.395,             0.00089685,             0.00089685,             0.00089685
                     72,                 1.7203,                 1.8098,                 1.7771,                0.31863,                0.40646,                0.26285,                0.08881,                 2.3592,                 2.4307,                 2.3195,             0.00088584,             0.00088584,             0.00088584
                     73,                 1.6853,                 1.7388,                  1.741,                0.28175,                0.39316,                  0.265,                0.10753,                 2.3587,                 2.4257,                 2.3361,             0.00087484,             0.00087484,             0.00087484
                     74,                 1.7034,                  1.757,                 1.7437,                0.25328,                0.31102,                0.21882,                0.08094,                 2.3291,                 2.4551,                 2.3213,             0.00086384,             0.00086384,             0.00086384
                     75,                 1.7107,                 1.7411,                 1.7441,                0.34789,                0.35592,                0.30014,                 0.1111,                 2.4777,                 2.4303,                 2.4881,             0.00085284,             0.00085284,             0.00085284
                     76,                 1.7534,                 1.7325,                 1.7865,                 0.2099,                0.33666,                0.15105,                0.05856,                 2.5263,                 2.8628,                 2.5486,             0.00084184,             0.00084184,             0.00084184
                     77,                 1.6926,                 1.6817,                 1.7423,                0.32355,                0.33048,                0.23557,                 0.0909,                 2.3707,                 2.6724,                 2.3112,             0.00083083,             0.00083083,             0.00083083
                     78,                 1.6482,                 1.6849,                 1.7225,                0.26749,                0.38746,                0.24183,                0.09875,                  2.299,                 2.4826,                  2.316,             0.00081983,             0.00081983,             0.00081983
                     79,                 1.6576,                 1.7306,                 1.7153,                0.30541,                0.36087,                0.22826,                0.08095,                 2.3799,                 2.5047,                 2.4457,             0.00080883,             0.00080883,             0.00080883
                     80,                  1.703,                 1.6945,                 1.7351,                0.23556,                  0.349,                0.21161,                0.07694,                 2.4347,                 2.4574,                   2.38,             0.00079783,             0.00079783,             0.00079783
                     81,                 1.7095,                 1.6991,                  1.752,                0.27725,                0.37987,                0.24352,                0.08632,                 2.4175,                 2.4625,                  2.386,             0.00078682,             0.00078682,             0.00078682
                     82,                 1.6588,                 1.6607,                 1.7185,                0.33748,                0.33476,                 0.2518,                0.09589,                 2.3701,                 2.5209,                 2.3962,             0.00077582,             0.00077582,             0.00077582
                     83,                 1.5938,                  1.601,                 1.6796,                0.25783,                0.41168,                0.28358,                0.10017,                 2.4003,                 2.4739,                 2.3969,             0.00076482,             0.00076482,             0.00076482
                     84,                 1.6916,                 1.7001,                 1.7118,                0.26412,                0.36135,                0.19364,                0.06419,                 2.4481,                 2.4713,                 2.3687,             0.00075382,             0.00075382,             0.00075382
                     85,                 1.6304,                 1.6039,                 1.6961,                0.23146,                0.33618,                0.16022,                  0.056,                 2.4822,                 2.6625,                 2.4456,             0.00074282,             0.00074282,             0.00074282
                     86,                 1.6249,                 1.6096,                 1.6862,                0.29712,                0.37507,                0.21787,                0.07917,                  2.436,                 2.5751,                 2.5019,             0.00073181,             0.00073181,             0.00073181
                     87,                 1.6333,                 1.5711,                 1.6834,                0.37388,                0.34283,                0.28859,                0.10535,                 2.3794,                 2.4231,                   2.35,             0.00072081,             0.00072081,             0.00072081
                     88,                 1.5755,                 1.5008,                 1.6506,                0.30153,                0.40517,                0.27508,                0.10238,                 2.2877,                  2.472,                 2.3357,             0.00070981,             0.00070981,             0.00070981
                     89,                 1.6216,                 1.6013,                 1.7101,                0.29173,                0.41785,                0.24431,                0.09046,                 2.2435,                 2.4145,                  2.323,             0.00069881,             0.00069881,             0.00069881
                     90,                 1.6018,                 1.5525,                 1.6631,                0.28719,                0.36847,                0.24622,                0.09145,                 2.2916,                 2.3819,                 2.3176,              0.0006878,              0.0006878,              0.0006878
                     91,                 1.5661,                 1.5374,                 1.6572,                0.30239,                0.38651,                0.19864,                0.06815,                  2.392,                 2.5416,                 2.4523,              0.0006768,              0.0006768,              0.0006768
                     92,                 1.5795,                 1.5304,                 1.6682,                 0.3877,                 0.3623,                0.24909,                0.09158,                 2.3959,                 2.5941,                 2.4424,              0.0006658,              0.0006658,              0.0006658
                     93,                 1.5843,                 1.5011,                 1.6518,                0.30492,                 0.3647,                0.24338,                0.08803,                 2.3956,                 2.5619,                 2.4046,              0.0006548,              0.0006548,              0.0006548
                     94,                 1.5855,                 1.5006,                 1.6522,                0.30496,                0.39269,                0.26039,                0.09579,                 2.4441,                 2.4847,                 2.4295,              0.0006438,              0.0006438,              0.0006438
                     95,                 1.5518,                 1.4989,                 1.6379,                0.44151,                0.38593,                 0.3082,                 0.1027,                 2.3298,                 2.4052,                 2.4256,             0.00063279,             0.00063279,             0.00063279
                     96,                 1.5143,                 1.4555,                 1.5939,                0.28984,                 0.3547,                0.23051,                0.07806,                  2.327,                 2.6365,                 2.4039,             0.00062179,             0.00062179,             0.00062179
                     97,                 1.5046,                 1.4284,                 1.5905,                0.26411,                0.41168,                0.25066,                0.08332,                 2.4404,                 2.5044,                 2.4316,             0.00061079,             0.00061079,             0.00061079
                     98,                 1.4868,                 1.4189,                 1.6058,                0.35256,                0.40239,                 0.2713,                0.10728,                 2.4131,                 2.5078,                 2.4215,             0.00059979,             0.00059979,             0.00059979
                     99,                 1.5006,                 1.4119,                 1.5957,                 0.3364,                0.32953,                0.28072,                0.09348,                  2.422,                 2.4947,                 2.4215,             0.00058878,             0.00058878,             0.00058878
                    100,                 1.5045,                 1.3878,                 1.5885,                0.29447,                0.44207,                0.32332,                0.10908,                 2.4211,                 2.4316,                 2.3869,             0.00057778,             0.00057778,             0.00057778
                    101,                  1.455,                 1.3593,                 1.5523,                0.28318,                0.36657,                0.19961,                0.05542,                 2.6125,                 2.6211,                 2.5413,             0.00056678,             0.00056678,             0.00056678
                    102,                 1.4971,                 1.3744,                 1.5852,                0.29451,                0.36705,                0.25056,                0.08756,                 2.4177,                 2.5421,                 2.3913,             0.00055578,             0.00055578,             0.00055578
                    103,                 1.5031,                 1.3371,                 1.5858,                0.25111,                0.36135,                0.22126,                0.08971,                 2.4438,                 2.6752,                 2.4539,             0.00054478,             0.00054478,             0.00054478
                    104,                 1.4312,                 1.3277,                 1.5368,                0.26191,                0.32953,                0.22397,                0.08722,                 2.4755,                 2.6365,                 2.5258,             0.00053377,             0.00053377,             0.00053377
                    105,                 1.4473,                 1.3176,                 1.5534,                  0.308,                0.36752,                0.26156,                0.10229,                 2.5417,                 2.5229,                 2.5417,             0.00052277,             0.00052277,             0.00052277
                    106,                 1.4575,                 1.3245,                 1.5557,                0.29395,                 0.4035,                0.27744,                0.09308,                 2.4308,                 2.4758,                 2.4276,             0.00051177,             0.00051177,             0.00051177
                    107,                 1.4167,                  1.338,                 1.5375,                0.32351,                0.39269,                 0.2636,                0.09219,                  2.493,                 2.5831,                 2.4953,             0.00050077,             0.00050077,             0.00050077
                    108,                 1.4485,                 1.3104,                 1.5495,                0.35602,                0.40456,                0.31631,                0.12412,                 2.4238,                 2.5387,                 2.4172,             0.00048976,             0.00048976,             0.00048976
                    109,                 1.3497,                 1.2307,                 1.5011,                0.25178,                0.39269,                0.24197,                0.08634,                 2.4633,                 2.5807,                 2.5032,             0.00047876,             0.00047876,             0.00047876
                    110,                 1.3881,                 1.2428,                 1.5309,                0.34748,                0.31054,                0.27396,                0.10076,                 2.4813,                 2.4666,                 2.5196,             0.00046776,             0.00046776,             0.00046776
                    111,                 1.3489,                 1.2053,                 1.5047,                0.28316,                0.40408,                0.23348,                0.07985,                 2.4108,                 2.5584,                 2.4798,             0.00045676,             0.00045676,             0.00045676
                    112,                 1.3614,                 1.1919,                 1.4955,                0.30199,                0.38509,                0.27784,                0.09642,                 2.5252,                  2.504,                 2.6047,             0.00044576,             0.00044576,             0.00044576
                    113,                 1.3938,                 1.2503,                 1.5195,                0.36188,                0.36135,                0.27709,                0.10665,                 2.4714,                 2.5051,                 2.5073,             0.00043475,             0.00043475,             0.00043475
                    114,                 1.3845,                 1.2354,                 1.5096,                0.25709,                0.44302,                0.21677,                0.07733,                 2.5272,                 2.6584,                 2.5579,             0.00042375,             0.00042375,             0.00042375
                    115,                 1.3141,                  1.178,                 1.4656,                0.28145,                0.32858,                0.19121,                0.07054,                 2.4794,                 2.7479,                 2.5539,             0.00041275,             0.00041275,             0.00041275
                    116,                 1.3259,                 1.1893,                 1.4769,                0.29191,                0.37939,                0.21615,                0.07695,                 2.4902,                 2.6924,                 2.5144,             0.00040175,             0.00040175,             0.00040175
                    117,                 1.3163,                 1.1574,                 1.4635,                0.36608,                0.38604,                 0.2669,                0.09227,                 2.4905,                 2.5592,                 2.5056,             0.00039074,             0.00039074,             0.00039074
                    118,                 1.3222,                  1.138,                  1.457,                0.29665,                0.41073,                0.25561,                0.08537,                 2.5163,                 2.5152,                 2.4521,             0.00037974,             0.00037974,             0.00037974
                    119,                 1.3211,                 1.1779,                 1.4856,                0.40422,                 0.2982,                0.23992,                0.08597,                 2.5067,                 2.4902,                 2.5513,             0.00036874,             0.00036874,             0.00036874
                    120,                 1.3097,                 1.1427,                 1.4481,                0.37546,                0.38651,                0.24438,                0.08136,                 2.5585,                 2.5174,                 2.5749,             0.00035774,             0.00035774,             0.00035774
                    121,                 1.2829,                 1.1268,                 1.4373,                 0.3148,                 0.4344,                0.24601,                0.08985,                 2.6214,                  2.524,                 2.6336,             0.00034674,             0.00034674,             0.00034674
                    122,                 1.2467,                 1.0889,                 1.4105,                0.27465,                0.40014,                 0.2527,                0.08932,                 2.6018,                 2.5622,                  2.668,             0.00033573,             0.00033573,             0.00033573
                    123,                 1.2818,                  1.129,                 1.4499,                 0.3133,                0.42972,                 0.2625,                0.09017,                  2.557,                 2.4883,                  2.608,             0.00032473,             0.00032473,             0.00032473
                    124,                 1.2514,                 1.0558,                 1.4085,                0.30375,                0.39174,                0.26015,                0.09051,                 2.5847,                 2.6209,                 2.5717,             0.00031373,             0.00031373,             0.00031373
                    125,                 1.2626,                 1.0847,                 1.4195,                0.32365,                0.41216,                0.27051,                0.09357,                 2.6692,                 2.5359,                 2.7065,             0.00030273,             0.00030273,             0.00030273
                    126,                 1.2741,                 1.0881,                 1.4139,                0.37212,                0.38699,                0.30631,                0.11654,                  2.701,                  2.351,                 2.8031,             0.00029172,             0.00029172,             0.00029172
                    127,                 1.1977,                 1.0366,                 1.3689,                 0.4013,                0.40551,                0.33361,                0.11405,                 2.5863,                 2.3961,                 2.6847,             0.00028072,             0.00028072,             0.00028072
                    128,                 1.2294,                 1.0673,                 1.3984,                0.38718,                0.33571,                0.29105,                0.09994,                 2.6038,                  2.482,                 2.7289,             0.00026972,             0.00026972,             0.00026972
                    129,                 1.1954,                 1.0291,                  1.387,                0.37318,                0.37322,                0.26147,                0.09454,                 2.6083,                 2.4079,                 2.6885,             0.00025872,             0.00025872,             0.00025872
                    130,                 1.2066,                 1.0247,                 1.3827,                0.31432,                0.41785,                0.24207,                0.09156,                 2.5732,                 2.4818,                 2.6595,             0.00024772,             0.00024772,             0.00024772
                    131,                 1.2081,                 1.0134,                 1.3841,                0.31027,                0.38557,                0.25226,                0.09374,                 2.5918,                 2.3837,                 2.6239,             0.00023671,             0.00023671,             0.00023671
                    132,                 1.1793,                0.99099,                 1.3808,                0.34102,                0.40456,                0.26397,                0.09468,                 2.5512,                 2.4145,                  2.616,             0.00022571,             0.00022571,             0.00022571
                    133,                 1.1543,                0.99085,                 1.3605,                0.32772,                0.34758,                0.27303,                0.09058,                 2.6135,                 2.5203,                 2.6292,             0.00021471,             0.00021471,             0.00021471
                    134,                 1.1743,                 1.0001,                 1.3654,                 0.4248,                0.31607,                 0.2679,                0.09365,                 2.6636,                 2.4125,                 2.7068,             0.00020371,             0.00020371,             0.00020371
                    135,                 1.1355,                0.96979,                 1.3457,                0.36686,                0.30625,                0.27042,                0.10279,                 2.6077,                 2.4694,                   2.69,             0.00019271,             0.00019271,             0.00019271
                    136,                 1.1918,                 1.0082,                 1.3642,                0.36331,                0.36993,                0.27643,                0.09621,                 2.7028,                 2.4613,                 2.7641,              0.0001817,              0.0001817,              0.0001817
                    137,                  1.139,                 0.9638,                 1.3366,                 0.4082,                0.33523,                0.31544,                0.11993,                 2.6277,                 2.3794,                 2.7114,              0.0001707,              0.0001707,              0.0001707
                    138,                 1.1368,                0.94152,                 1.3348,                0.35684,                0.37322,                0.27103,                 0.1014,                 2.6428,                 2.4133,                 2.7004,              0.0001597,              0.0001597,              0.0001597
                    139,                 1.1077,                0.93265,                 1.3042,                0.31059,                0.37322,                0.26417,                0.09983,                 2.6757,                 2.5768,                 2.7159,              0.0001487,              0.0001487,              0.0001487
                    140,                 1.2756,                 1.0911,                 1.4593,                0.35133,                0.31555,                0.26264,                0.09327,                 2.6698,                 2.4574,                 2.6753,             0.00013769,             0.00013769,             0.00013769
                    141,                 1.1432,                0.95559,                 1.3714,                0.31454,                0.33476,                0.24337,                0.08878,                  2.698,                 2.5002,                  2.766,             0.00012669,             0.00012669,             0.00012669
                    142,                 1.1095,                0.90246,                 1.3533,                0.26457,                0.42126,                0.28597,                0.10454,                 2.7074,                 2.5024,                 2.8455,             0.00011569,             0.00011569,             0.00011569
                    143,                 1.1084,                0.93254,                 1.3438,                0.32182,                0.40551,                0.28861,                0.10351,                 2.7178,                 2.5346,                 2.8624,             0.00010469,             0.00010469,             0.00010469
                    144,                 1.0496,                0.84109,                 1.2955,                0.33091,                0.40409,                0.30418,                0.11208,                 2.7576,                 2.4617,                  2.878,             9.3685e-05,             9.3685e-05,             9.3685e-05
                    145,                   1.03,                0.84502,                 1.2892,                0.36455,                0.41121,                0.30228,                0.11117,                 2.7322,                 2.4091,                  2.884,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    146,                 1.0275,                0.83908,                 1.2795,                0.36935,                0.41823,                0.30703,                 0.1192,                 2.6602,                 2.3728,                 2.7928,             7.1681e-05,             7.1681e-05,             7.1681e-05
                    147,                 1.0024,                0.80031,                 1.2624,                0.28735,                0.40071,                0.29344,                0.11007,                 2.7022,                 2.3937,                 2.8408,             6.0679e-05,             6.0679e-05,             6.0679e-05
                    148,                 1.0248,                 0.8162,                 1.2936,                0.30829,                0.40739,                0.30275,                 0.1093,                 2.7328,                 2.3765,                 2.8978,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    149,                 1.0062,                0.78957,                 1.2697,                0.28723,                0.42107,                0.29839,                0.11258,                 2.7277,                 2.3559,                 2.8859,             3.8674e-05,             3.8674e-05,             3.8674e-05
