                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     34,                 1.9846,                 2.2263,                 1.9516,                0.29499,                0.38129,                0.23561,                0.07908,                 2.4396,                 2.8511,                 2.2809,              0.0011224,              0.0011224,              0.0011224
                     35,                 2.0111,                 2.1805,                 1.9307,                0.84718,                0.20393,                0.26653,                 0.0956,                 2.3577,                  2.717,                 2.2887,              0.0011059,              0.0011059,              0.0011059
                     36,                 1.9881,                 2.2481,                 1.9455,                0.34774,                0.28727,                0.24214,                0.10904,                 2.3534,                 2.6549,                 2.3948,              0.0010894,              0.0010894,              0.0010894
                     37,                 1.9948,                 2.1747,                  1.955,                0.80554,                0.24359,                 0.2874,                 0.0893,                 2.5068,                  2.663,                 2.5187,              0.0010729,              0.0010729,              0.0010729
                     38,                 1.9851,                 2.1356,                  1.931,                0.23242,                  0.368,                0.20347,                  0.067,                 2.4325,                 2.8802,                 2.3562,              0.0010564,              0.0010564,              0.0010564
                     39,                 1.9537,                 2.1655,                 1.9155,                0.26932,                0.41833,                0.22666,                0.08184,                 2.3713,                 2.8717,                 2.3345,              0.0010399,              0.0010399,              0.0010399
                     40,                  1.955,                 2.1242,                 1.9543,                0.18755,                0.36182,                0.15571,                0.05495,                 2.3566,                 2.7612,                 2.2609,              0.0010234,              0.0010234,              0.0010234
                     41,                 1.9403,                 2.1314,                 1.9111,                0.29263,                0.33523,                0.24512,                0.09412,                 2.3393,                 2.8552,                 2.3188,              0.0010069,              0.0010069,              0.0010069
                     42,                 1.9445,                 2.1207,                 1.9071,                0.26077,                0.34674,                0.19896,                0.06986,                 2.3669,                  2.661,                 2.3194,             0.00099036,             0.00099036,             0.00099036
                     43,                 1.9059,                 2.0933,                 1.8795,                0.32059,                0.31766,                 0.2868,                0.11991,                 2.3045,                 2.5032,                 2.2545,             0.00097386,             0.00097386,             0.00097386
                     44,                 1.9493,                 2.0602,                 1.8877,                0.22718,                0.29297,                0.19566,                0.07319,                 2.3933,                 2.8438,                 2.3074,             0.00095736,             0.00095736,             0.00095736
                     45,                 1.9009,                  2.042,                 1.8694,                0.22632,                0.34283,                0.25633,                0.09702,                 2.3581,                 2.7579,                 2.2751,             0.00094085,             0.00094085,             0.00094085
                     46,                 1.9116,                 2.0821,                 1.8828,                0.34099,                0.39316,                0.28971,                0.09175,                 2.3966,                 2.5809,                 2.2165,             0.00092435,             0.00092435,             0.00092435
                     47,                 1.8968,                 2.0443,                 1.8743,                0.30464,                0.28917,                0.22938,                0.08617,                 2.3948,                 2.5257,                 2.2576,             0.00090785,             0.00090785,             0.00090785
                     48,                 1.8951,                 2.0344,                 1.8568,                0.24795,                0.39695,                0.21869,                0.07749,                 2.3092,                 2.8386,                 2.2901,             0.00089134,             0.00089134,             0.00089134
                     49,                 1.8771,                 2.0131,                 1.8536,                0.28227,                 0.3433,                0.24185,                0.07455,                 2.4297,                 2.6694,                 2.4114,             0.00087484,             0.00087484,             0.00087484
                     50,                 1.8442,                  2.025,                 1.8303,                0.35875,                0.34772,                 0.2332,                 0.0806,                 2.3959,                 2.5038,                 2.2721,             0.00085834,             0.00085834,             0.00085834
                     51,                 1.8972,                 1.9929,                 1.8324,                0.30574,                0.38757,                0.25553,                0.08387,                 2.4179,                 2.6111,                 2.2728,             0.00084184,             0.00084184,             0.00084184
                     52,                  1.877,                  2.003,                 1.8467,                0.30577,                0.33666,                0.24168,                0.09047,                 2.4595,                 2.5728,                 2.3672,             0.00082533,             0.00082533,             0.00082533
                     53,                 1.8478,                 2.0139,                 1.8238,                 0.3304,                0.36135,                0.25168,                0.09617,                 2.3734,                 2.4789,                 2.2879,             0.00080883,             0.00080883,             0.00080883
                     54,                 1.8412,                 1.9975,                  1.845,                0.31025,                0.39269,                0.23107,                0.08832,                 2.3625,                 2.5424,                 2.2474,             0.00079233,             0.00079233,             0.00079233
                     55,                 1.7973,                 1.9014,                 1.7954,                0.30713,                0.35934,                0.32757,                0.12696,                 2.3563,                 2.3586,                 2.2393,             0.00077582,             0.00077582,             0.00077582
                     56,                 1.8664,                 2.0076,                  1.857,                0.34093,                0.26686,                0.26684,                 0.0935,                 2.4118,                 2.5021,                 2.4261,             0.00075932,             0.00075932,             0.00075932
                     57,                 1.8309,                 1.9524,                 1.8196,                0.33109,                0.36752,                   0.22,                 0.0813,                  2.359,                 2.5819,                 2.2887,             0.00074282,             0.00074282,             0.00074282
                     58,                 1.8264,                 1.9411,                 1.8301,                0.24451,                0.36087,                0.17067,                0.05581,                 2.3765,                 2.6258,                 2.2897,             0.00072631,             0.00072631,             0.00072631
                     59,                 1.8116,                 1.8807,                 1.8109,                 0.2977,                0.36847,                0.22898,                0.07762,                 2.3361,                 2.6001,                 2.2976,             0.00070981,             0.00070981,             0.00070981
                     60,                 1.8154,                 1.8547,                 1.8096,                 0.2193,                0.32811,                0.19719,                0.07174,                 2.3844,                 2.6386,                 2.2722,             0.00069331,             0.00069331,             0.00069331
                     61,                 1.7805,                 1.8791,                 1.7747,                0.25402,                0.30484,                0.23946,                0.08754,                 2.4422,                 2.7235,                 2.3364,              0.0006768,              0.0006768,              0.0006768
                     62,                 1.7574,                 1.8307,                   1.77,                0.32213,                0.41073,                0.24758,                0.07376,                 2.4005,                 2.5525,                 2.3087,              0.0006603,              0.0006603,              0.0006603
                     63,                  1.723,                 1.7711,                 1.7365,                0.27753,                  0.349,                0.28758,                0.10382,                 2.3558,                 2.5158,                 2.3751,              0.0006438,              0.0006438,              0.0006438
                     64,                 1.7418,                 1.7897,                 1.7723,                0.35789,                0.39545,                0.31136,                0.11809,                 2.4159,                 2.4275,                 2.3733,             0.00062729,             0.00062729,             0.00062729
                     65,                 1.7495,                 1.7501,                 1.7724,                0.26405,                0.37369,                0.25354,                0.10516,                 2.4505,                 2.5091,                 2.3661,             0.00061079,             0.00061079,             0.00061079
                     66,                 1.7097,                  1.791,                 1.7552,                0.27153,                0.28632,                 0.2412,                0.07385,                 2.4621,                  2.575,                 2.4641,             0.00059429,             0.00059429,             0.00059429
