                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     15,                 2.1927,                  2.574,                 2.1583,                0.16772,                 0.2419,                0.09263,                0.02661,                  2.594,                 3.3819,                  2.661,              0.0015515,              0.0015515,              0.0015515
                     16,                 2.2375,                 2.5757,                 2.1436,                0.15043,                0.32384,                0.08164,                0.02319,                 2.4456,                 4.5677,                 2.4441,              0.0015432,              0.0015432,              0.0015432
                     17,                 2.2261,                 2.5266,                 2.1397,                0.56406,                0.16667,                0.05782,                0.01511,                 2.7066,                 3.7715,                 2.6208,               0.001535,               0.001535,               0.001535
                     18,                 2.1595,                 2.5046,                 2.1176,                0.17226,                0.25674,                0.11984,                0.02807,                 2.7433,                 3.2288,                 2.5762,              0.0015267,              0.0015267,              0.0015267
                     19,                 2.1987,                 2.5066,                 2.1311,                0.30277,                0.19136,                 0.1373,                0.04434,                 2.5076,                 3.2838,                 2.6161,              0.0015185,              0.0015185,              0.0015185
                     20,                 2.1879,                 2.5408,                 2.1381,                 0.2017,                0.20988,                0.14267,                0.04217,                 2.5839,                 3.4257,                 2.7004,              0.0015102,              0.0015102,              0.0015102
                     21,                 2.1621,                 2.5112,                 2.1237,                 0.6675,                0.20513,                0.17366,                0.06267,                 2.4268,                 2.8564,                 2.5016,               0.001502,               0.001502,               0.001502
                     22,                 2.1495,                 2.4351,                 2.0739,                0.66251,                0.16667,                0.19672,                0.07821,                 2.4547,                 2.8927,                 2.4006,              0.0014937,              0.0014937,              0.0014937
                     23,                 2.1501,                 2.4704,                 2.0726,                0.20678,                 0.2735,                0.14514,                0.03503,                 2.5835,                  3.246,                 2.4791,              0.0014855,              0.0014855,              0.0014855
                     24,                  2.094,                 2.3938,                 2.0046,                 0.2092,                0.32339,                0.20808,                0.06465,                  2.469,                 2.8498,                 2.3907,              0.0014772,              0.0014772,              0.0014772
                     25,                 2.1561,                 2.4482,                 2.0295,                0.14885,                 0.2868,                0.09754,                 0.0313,                 2.5278,                 3.0518,                 2.3969,               0.001469,               0.001469,               0.001469
                     26,                  2.101,                 2.4311,                 2.0641,                0.58068,                0.19231,                0.09668,                0.03336,                 2.3641,                 3.2987,                 2.5824,              0.0014607,              0.0014607,              0.0014607
                     27,                  2.085,                 2.4158,                 2.0626,                0.27515,                0.26163,                0.12308,                0.04354,                 2.4303,                 3.4083,                 2.4206,              0.0014525,              0.0014525,              0.0014525
                     28,                 2.0663,                 2.4241,                 2.0516,                0.17028,                0.35224,                0.16928,                0.06151,                 2.4629,                 3.4665,                  2.457,              0.0014442,              0.0014442,              0.0014442
                     29,                 2.0533,                  2.324,                 1.9813,                0.27652,                0.28331,                0.20596,                0.08517,                 2.3684,                 2.7017,                  2.339,               0.001436,               0.001436,               0.001436
                     30,                 2.0602,                 2.3309,                 2.0204,                0.69544,                0.26333,                 0.2412,                0.07512,                 2.4047,                 2.6769,                 2.3423,              0.0014277,              0.0014277,              0.0014277
                     31,                 2.1117,                 2.3587,                 2.0311,                0.27756,                0.34236,                0.21061,                   0.07,                 2.5069,                  2.999,                 2.4257,              0.0014195,              0.0014195,              0.0014195
                     32,                 2.0393,                 2.2948,                  1.961,                0.40493,                0.29812,                0.24419,                0.09059,                 2.4951,                 2.8163,                 2.4126,              0.0014112,              0.0014112,              0.0014112
                     33,                 2.0622,                 2.2666,                 1.9713,                0.35423,                0.32953,                0.21093,                0.06195,                 2.4581,                 2.7078,                 2.4195,              0.0014029,              0.0014029,              0.0014029
                     34,                  2.042,                 2.2681,                 1.9637,                0.31143,                0.32384,                0.24788,                0.07524,                 2.4695,                  2.847,                 2.4399,              0.0013947,              0.0013947,              0.0013947
                     35,                 2.0724,                 2.3195,                 2.0289,                0.24378,                 0.3433,                0.19964,                0.06566,                 2.5353,                 2.8105,                 2.5154,              0.0013864,              0.0013864,              0.0013864
                     36,                 2.0148,                 2.2831,                 1.9689,                0.17647,                0.27103,                0.12546,                0.04038,                 2.3908,                 3.0046,                 2.3794,              0.0013782,              0.0013782,              0.0013782
                     37,                 2.0444,                 2.2578,                 1.9668,                0.18812,                0.28538,                0.12656,                0.04036,                 2.4192,                 2.8379,                 2.3944,              0.0013699,              0.0013699,              0.0013699
                     38,                 2.0385,                 2.2734,                 1.9821,                0.36446,                0.37559,                0.26738,                0.09796,                 2.3591,                 2.6504,                  2.338,              0.0013617,              0.0013617,              0.0013617
                     39,                 1.9838,                  2.175,                 1.9477,                0.32369,                0.29973,                0.21856,                0.08176,                 2.3933,                 3.0096,                 2.3204,              0.0013534,              0.0013534,              0.0013534
                     40,                 2.0089,                 2.1899,                 1.9477,                0.29051,                0.37686,                0.26832,                0.10117,                 2.3204,                 2.6673,                 2.3347,              0.0013452,              0.0013452,              0.0013452
                     41,                 2.0164,                 2.2194,                  1.997,                0.21219,                0.28632,                0.17398,                0.05314,                 2.3401,                 2.8596,                 2.4465,              0.0013369,              0.0013369,              0.0013369
                     42,                 1.9682,                 2.2079,                  1.953,                0.28802,                 0.2982,                0.20038,                0.06523,                 2.3861,                 2.7927,                  2.324,              0.0013287,              0.0013287,              0.0013287
                     43,                 1.9928,                 2.1979,                 1.9469,                0.22992,                0.29867,                0.20045,                 0.0622,                 2.3822,                 2.8483,                 2.3546,              0.0013204,              0.0013204,              0.0013204
                     44,                 2.0149,                 2.2015,                 1.9601,                0.12353,                 0.2735,                0.08425,                0.02444,                 2.4706,                 3.6942,                  2.376,              0.0013122,              0.0013122,              0.0013122
                     45,                 1.9318,                 2.1536,                 1.9147,                0.23181,                0.39316,                0.19918,                0.06581,                 2.3728,                 2.6788,                  2.285,              0.0013039,              0.0013039,              0.0013039
                     46,                 1.9548,                 2.0838,                 1.9234,                0.38002,                0.36182,                0.24894,                0.08174,                 2.4214,                 2.5649,                 2.4072,              0.0012957,              0.0012957,              0.0012957
                     47,                 1.9523,                 2.1264,                 1.9154,                0.21265,                0.30919,                 0.1565,                0.05284,                 2.4313,                 2.8519,                 2.3837,              0.0012874,              0.0012874,              0.0012874
                     48,                  1.957,                 2.1397,                 1.9158,                0.32663,                0.33048,                0.28582,                0.09352,                 2.3863,                 2.6225,                 2.3809,              0.0012792,              0.0012792,              0.0012792
                     49,                 1.9744,                 2.1902,                 1.9216,                0.17056,                  0.368,                0.13903,                0.05481,                 2.4361,                 2.7356,                 2.3956,              0.0012709,              0.0012709,              0.0012709
                     50,                 1.9315,                 2.0989,                 1.8834,                0.33912,                0.36752,                0.28196,                0.10426,                 2.3628,                 2.6404,                 2.3097,              0.0012627,              0.0012627,              0.0012627
                     51,                 1.9226,                  2.102,                 1.8687,                 0.2074,                0.34093,                0.17147,                0.05245,                  2.326,                 2.8651,                 2.2853,              0.0012544,              0.0012544,              0.0012544
                     52,                 1.9575,                 2.1297,                 1.9081,                0.30547,                0.34805,                0.24669,                0.09531,                 2.3989,                 2.6269,                 2.4244,              0.0012462,              0.0012462,              0.0012462
                     53,                 1.9095,                 2.0836,                 1.8918,                 0.3723,                0.39221,                0.29814,                0.11301,                 2.2918,                 2.4934,                 2.2588,              0.0012379,              0.0012379,              0.0012379
                     54,                 1.9005,                 2.0882,                 1.8802,                 0.2913,                0.32192,                0.23892,                0.08975,                 2.4239,                 2.7144,                 2.4345,              0.0012297,              0.0012297,              0.0012297
                     55,                 1.9111,                 2.0727,                 1.8966,                0.29095,                  0.349,                0.24445,                0.08939,                 2.3591,                 2.6677,                 2.3028,              0.0012214,              0.0012214,              0.0012214
                     56,                 1.9121,                 2.0593,                 1.8858,                0.36549,                0.35505,                0.28305,                 0.0941,                 2.2712,                 2.8245,                 2.2496,              0.0012132,              0.0012132,              0.0012132
                     57,                 1.8987,                 2.0183,                 1.8621,                 0.2805,                0.38034,                0.22198,                0.07206,                  2.376,                 2.6472,                 2.2779,              0.0012049,              0.0012049,              0.0012049
                     58,                 1.8693,                 1.9651,                  1.867,                0.27668,                0.29107,                0.20176,                  0.063,                 2.4229,                 3.0702,                 2.4387,              0.0011967,              0.0011967,              0.0011967
                     59,                 1.8562,                 2.0223,                   1.85,                0.31804,                0.36135,                0.26656,                0.08763,                 2.3839,                 2.5881,                 2.4449,              0.0011884,              0.0011884,              0.0011884
                     60,                 1.8879,                 1.9866,                 1.8372,                0.39997,                 0.3547,                0.30462,                0.13199,                 2.4267,                 2.4871,                 2.3452,              0.0011802,              0.0011802,              0.0011802
                     61,                 1.9017,                 2.0264,                 1.8586,                0.32588,                0.31814,                0.22266,                0.08643,                 2.3655,                 2.5648,                 2.3734,              0.0011719,              0.0011719,              0.0011719
                     62,                 1.8842,                 1.9823,                 1.8473,                 0.3332,                0.31671,                 0.2096,                0.07009,                 2.3618,                 2.5716,                  2.313,              0.0011636,              0.0011636,              0.0011636
                     63,                 1.8654,                 2.0027,                 1.8376,                0.29435,                0.31102,                0.17163,                 0.0561,                 2.3641,                 2.6564,                 2.3106,              0.0011554,              0.0011554,              0.0011554
                     64,                 1.8374,                 1.9523,                 1.8219,                 0.2039,                0.32953,                0.15978,                0.05825,                 2.4207,                 2.5793,                 2.4043,              0.0011471,              0.0011471,              0.0011471
                     65,                 1.8591,                 1.9717,                 1.8418,                0.23366,                0.34283,                0.15778,                0.05037,                 2.4003,                 2.6375,                 2.3864,              0.0011389,              0.0011389,              0.0011389
                     66,                 1.8523,                 1.9404,                 1.8073,                0.21847,                0.33571,                0.23203,                 0.0814,                 2.3909,                 2.6761,                  2.333,              0.0011306,              0.0011306,              0.0011306
                     67,                 1.8412,                 1.9166,                 1.8036,                0.26004,                0.34283,                0.19666,                0.06758,                 2.3527,                  2.717,                 2.4063,              0.0011224,              0.0011224,              0.0011224
                     68,                 1.8486,                   1.92,                  1.801,                 0.2188,                0.30507,                0.17732,                0.05629,                 2.4205,                 2.8757,                 2.3698,              0.0011141,              0.0011141,              0.0011141
                     69,                 1.8062,                 1.9094,                 1.8135,                0.24598,                0.39934,                0.22805,                0.08244,                 2.3888,                   2.56,                 2.3392,              0.0011059,              0.0011059,              0.0011059
                     70,                  1.815,                 1.8719,                 1.8063,                0.20955,                0.35885,                0.17641,                0.05527,                 2.4166,                 2.5811,                 2.4998,              0.0010976,              0.0010976,              0.0010976
                     71,                 1.8062,                 1.8615,                 1.8043,                0.32602,                0.46819,                0.31022,                0.11112,                 2.4384,                 2.4043,                 2.3924,              0.0010894,              0.0010894,              0.0010894
                     72,                 1.7908,                 1.8788,                 1.7861,                0.34789,                 0.3173,                0.25782,                0.07468,                 2.4535,                  2.547,                 2.4336,              0.0010811,              0.0010811,              0.0010811
                     73,                 1.7916,                 1.8812,                 1.7882,                0.29972,                0.30164,                0.25973,                 0.1006,                 2.4373,                 2.4309,                 2.3653,              0.0010729,              0.0010729,              0.0010729
                     74,                 1.7882,                 1.8867,                 1.7956,                0.36416,                0.27334,                0.15793,                0.05008,                 2.4178,                 2.7235,                 2.3716,              0.0010646,              0.0010646,              0.0010646
                     75,                 1.7859,                 1.8066,                 1.7555,                0.35194,                0.30056,                0.25029,                0.08185,                 2.4072,                 2.5604,                 2.2974,              0.0010564,              0.0010564,              0.0010564
                     76,                 1.7996,                 1.8456,                 1.7583,                0.39467,                0.27873,                0.29415,                0.11655,                 2.4183,                 2.4222,                 2.3733,              0.0010481,              0.0010481,              0.0010481
                     77,                  1.785,                 1.8518,                 1.7932,                0.22227,                0.35325,                0.21274,                0.07221,                 2.3756,                 2.7477,                 2.3598,              0.0010399,              0.0010399,              0.0010399
                     78,                 1.7635,                   1.85,                 1.7777,                0.37613,                0.34236,                0.31088,                0.12072,                 2.3957,                 2.4152,                 2.3924,              0.0010316,              0.0010316,              0.0010316
                     79,                 1.7878,                 1.8238,                 1.7837,                0.24913,                0.35962,                0.20266,                0.07754,                 2.3629,                 2.6199,                 2.3981,              0.0010234,              0.0010234,              0.0010234
                     80,                  1.732,                   1.76,                 1.7329,                0.21732,                0.36705,                0.24799,                0.10332,                 2.3195,                  2.582,                 2.3094,              0.0010151,              0.0010151,              0.0010151
                     81,                 1.7352,                  1.742,                  1.726,                0.36102,                0.39174,                0.28216,                0.09124,                 2.4003,                 2.4223,                 2.3888,              0.0010069,              0.0010069,              0.0010069
                     82,                 1.7219,                 1.7081,                 1.7606,                0.34126,                0.35518,                0.23116,                0.07697,                 2.3893,                 2.4964,                 2.3942,             0.00099862,             0.00099862,             0.00099862
                     83,                 1.7107,                  1.723,                 1.7293,                0.27453,                0.38273,                0.21566,                0.07604,                 2.4373,                 2.6097,                 2.4479,             0.00099036,             0.00099036,             0.00099036
                     84,                  1.758,                 1.7931,                 1.7721,                 0.2154,                 0.4219,                0.17777,                0.05972,                 2.4174,                 2.5869,                 2.4093,             0.00098211,             0.00098211,             0.00098211
                     85,                 1.7365,                 1.7687,                 1.7592,                0.45637,                0.29867,                0.25645,                0.08532,                 2.4256,                 2.5269,                  2.359,             0.00097386,             0.00097386,             0.00097386
                     86,                 1.7249,                 1.7828,                 1.7363,                0.35753,                0.32431,                0.25365,                0.09053,                 2.5535,                 2.5828,                 2.4047,             0.00096561,             0.00096561,             0.00096561
                     87,                 1.6806,                 1.6964,                 1.7276,                0.31865,                0.30999,                0.20133,                0.07151,                 2.4444,                 2.6523,                 2.3833,             0.00095736,             0.00095736,             0.00095736
                     88,                 1.6865,                 1.6963,                 1.7052,                0.31837,                0.40598,                0.27548,                0.10864,                  2.404,                 2.4717,                 2.4075,             0.00094911,             0.00094911,             0.00094911
                     89,                 1.7043,                 1.6941,                 1.7075,                0.42087,                0.31861,                0.24779,                0.08376,                  2.406,                 2.4905,                 2.3356,             0.00094085,             0.00094085,             0.00094085
                     90,                 1.6779,                 1.6881,                 1.6896,                0.32256,                0.31766,                0.24875,                0.08873,                 2.4147,                 2.5789,                 2.3848,              0.0009326,              0.0009326,              0.0009326
