                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     32,                 1.8429,                 1.8788,                  1.822,                0.48684,                0.14008,                0.31555,                0.14552,                 2.4558,                 2.8773,                 2.3972,              0.0011554,              0.0011554,              0.0011554
                     33,                 1.7898,                 1.7948,                 1.7885,                0.32121,                0.15195,                0.22004,                0.07434,                 2.5942,                 2.7805,                 2.5669,              0.0011389,              0.0011389,              0.0011389
                     34,                 1.8229,                 1.8302,                 1.8314,                0.37857,                 0.1529,                0.26125,                0.09968,                 2.4514,                 2.8286,                 2.4552,              0.0011224,              0.0011224,              0.0011224
                     35,                 1.8157,                 1.8389,                  1.809,                0.27597,                0.14361,                0.16106,                 0.0628,                 2.5366,                 2.9305,                 2.5698,              0.0011059,              0.0011059,              0.0011059
                     36,                 1.8003,                 1.7835,                 1.7667,                0.36218,                0.31244,                0.33751,                0.13593,                 2.4041,                 2.6019,                 2.3632,              0.0010894,              0.0010894,              0.0010894
                     37,                 1.7659,                 1.7845,                 1.7505,                0.44494,                0.19848,                0.28436,                0.14632,                 2.4391,                 2.8061,                 2.4372,              0.0010729,              0.0010729,              0.0010729
                     38,                 1.7668,                 1.7661,                 1.7465,                0.37391,                  0.217,                0.24541,                0.09481,                 2.4706,                 3.4588,                 2.5195,              0.0010564,              0.0010564,              0.0010564
                     39,                 1.7371,                 1.6529,                 1.7241,                0.37797,                0.31861,                0.33548,                0.10885,                 2.4786,                 2.6638,                 2.4536,              0.0010399,              0.0010399,              0.0010399
                     40,                 1.7491,                 1.6746,                 1.7332,                0.45606,                0.24881,                 0.2742,                0.11169,                 2.4403,                 2.7193,                 2.4238,              0.0010234,              0.0010234,              0.0010234
                     41,                 1.7119,                 1.6767,                 1.7027,                0.36234,                0.22852,                0.26242,                0.10683,                 2.4962,                 2.7024,                 2.3858,              0.0010069,              0.0010069,              0.0010069
                     42,                 1.7063,                 1.6513,                 1.6946,                0.41418,                0.26116,                0.35058,                0.16667,                 2.5926,                 2.5731,                 2.5181,             0.00099036,             0.00099036,             0.00099036
                     43,                  1.687,                 1.6012,                 1.6799,                0.51277,                  0.349,                0.42832,                0.16955,                 2.4545,                 2.5216,                 2.4175,             0.00097386,             0.00097386,             0.00097386
                     44,                 1.6945,                 1.6192,                 1.7011,                0.39254,                0.21035,                0.31788,                0.16803,                 2.5027,                 2.7251,                  2.522,             0.00095736,             0.00095736,             0.00095736
                     45,                 1.6326,                 1.5687,                 1.6359,                0.32812,                0.26021,                0.30896,                0.14012,                 2.5738,                 2.7063,                 2.5576,             0.00094085,             0.00094085,             0.00094085
                     46,                 1.6546,                 1.5318,                 1.6464,                0.40815,                 0.2735,                0.32922,                0.14404,                 2.4944,                 2.5795,                 2.4066,             0.00092435,             0.00092435,             0.00092435
                     47,                 1.6462,                 1.5578,                 1.6499,                0.46641,                0.25499,                0.33847,                0.14353,                 2.5202,                 2.5325,                 2.4957,             0.00090785,             0.00090785,             0.00090785
                     48,                 1.6401,                 1.5558,                 1.6615,                0.33022,                0.36657,                0.34851,                0.13808,                 2.4533,                 2.5615,                 2.5206,             0.00089134,             0.00089134,             0.00089134
                     49,                 1.6085,                  1.538,                  1.627,                0.41389,                0.34948,                 0.3701,                0.15871,                 2.4548,                 2.4843,                 2.4404,             0.00087484,             0.00087484,             0.00087484
                     50,                 1.5852,                 1.5014,                 1.6313,                 0.3866,                0.30484,                0.33078,                0.13329,                 2.5465,                  2.405,                 2.5015,             0.00085834,             0.00085834,             0.00085834
                     51,                 1.6283,                 1.5082,                 1.6386,                0.41899,                0.34853,                0.36447,                0.14188,                 2.4633,                 2.3099,                 2.3979,             0.00084184,             0.00084184,             0.00084184
                     52,                 1.5544,                 1.4477,                  1.584,                0.32859,                0.32906,                0.29401,                0.12296,                 2.4935,                 2.4636,                 2.4215,             0.00082533,             0.00082533,             0.00082533
                     53,                 1.5777,                 1.4415,                 1.6019,                0.45238,                0.31576,                0.36949,                0.15575,                 2.4951,                 2.4102,                 2.4295,             0.00080883,             0.00080883,             0.00080883
                     54,                  1.535,                 1.4464,                 1.5777,                0.42175,                 0.2716,                0.33034,                0.14952,                 2.4475,                 2.5178,                 2.4179,             0.00079233,             0.00079233,             0.00079233
                     55,                 1.5448,                 1.4416,                 1.5948,                 0.5351,                0.24248,                0.33638,                0.14843,                 2.5159,                 2.5376,                  2.471,             0.00077582,             0.00077582,             0.00077582
                     56,                 1.5145,                 1.3983,                 1.5756,                0.28575,                0.23457,                0.23164,                0.11109,                 2.4961,                 2.7376,                 2.4171,             0.00075932,             0.00075932,             0.00075932
                     57,                 1.5247,                  1.377,                 1.5405,                 0.3125,                 0.2151,                0.25593,                0.12672,                 2.4359,                 2.6361,                 2.2936,             0.00074282,             0.00074282,             0.00074282
                     58,                 1.4955,                 1.3449,                  1.528,                0.44149,                0.36847,                0.41839,                0.16929,                 2.4291,                 2.5445,                 2.3752,             0.00072631,             0.00072631,             0.00072631
                     59,                 1.5056,                 1.3263,                 1.5623,                0.38889,                0.29202,                0.32818,                0.12883,                 2.5194,                 2.6125,                 2.5693,             0.00070981,             0.00070981,             0.00070981
                     60,                 1.4613,                 1.3075,                 1.5072,                0.43938,                 0.3062,                0.35528,                0.14408,                 2.6357,                 2.4454,                 2.6044,             0.00069331,             0.00069331,             0.00069331
                     61,                 1.4781,                 1.3297,                 1.5514,                0.47457,                0.28538,                 0.3642,                0.15701,                 2.6261,                  2.609,                 2.5819,              0.0006768,              0.0006768,              0.0006768
                     62,                 1.4857,                 1.2966,                 1.5262,                0.39272,                0.27027,                0.30452,                0.12155,                 2.5576,                 2.8056,                 2.5512,              0.0006603,              0.0006603,              0.0006603
                     63,                 1.4451,                 1.2612,                 1.5015,                0.43838,                0.27398,                0.33223,                0.13348,                 2.5383,                 2.8373,                 2.6248,              0.0006438,              0.0006438,              0.0006438
                     64,                 1.4355,                 1.2358,                  1.492,                0.50664,                0.21924,                0.26718,                0.11314,                 2.6004,                 2.8879,                 2.5622,             0.00062729,             0.00062729,             0.00062729
                     65,                 1.4117,                 1.2404,                 1.4874,                0.39316,                0.30342,                0.32471,                0.14755,                 2.5767,                 2.6141,                 2.5755,             0.00061079,             0.00061079,             0.00061079
                     66,                    1.4,                 1.2239,                 1.4733,                0.44078,                0.29155,                0.35066,                0.15066,                 2.5901,                 2.5149,                 2.5835,             0.00059429,             0.00059429,             0.00059429
                     67,                 1.3651,                 1.1661,                 1.4397,                0.38248,                0.31073,                0.33474,                0.14777,                 2.6218,                 2.5052,                  2.605,             0.00057778,             0.00057778,             0.00057778
                     68,                 1.3944,                 1.1714,                  1.453,                0.40861,                0.29772,                0.33787,                0.14548,                 2.5999,                 2.4648,                  2.616,             0.00056128,             0.00056128,             0.00056128
                     69,                 1.3716,                 1.2001,                 1.4409,                 0.4689,                0.31102,                0.36282,                0.14812,                 2.5781,                  2.468,                 2.4672,             0.00054478,             0.00054478,             0.00054478
                     70,                 1.3743,                  1.152,                 1.4235,                0.38742,                0.29772,                0.33085,                0.13752,                  2.636,                 2.3431,                 2.6585,             0.00052827,             0.00052827,             0.00052827
                     71,                 1.3446,                 1.1548,                 1.4237,                0.32946,                0.30912,                0.32722,                0.13907,                  2.659,                 2.4353,                 2.6405,             0.00051177,             0.00051177,             0.00051177
                     72,                 1.3135,                 1.1301,                 1.4155,                 0.3224,                0.37939,                0.32894,                0.13394,                 2.5925,                 2.5731,                 2.5691,             0.00049527,             0.00049527,             0.00049527
                     73,                 1.3031,                 1.0724,                 1.3817,                0.44868,                0.28524,                0.33744,                0.14225,                 2.5925,                 2.4716,                  2.608,             0.00047876,             0.00047876,             0.00047876
                     74,                 1.3029,                 1.0814,                 1.3903,                 0.3352,                0.32953,                0.32622,                0.14088,                  2.528,                 2.4391,                 2.5036,             0.00046226,             0.00046226,             0.00046226
                     75,                 1.2838,                 1.0831,                  1.376,                0.36188,                0.32858,                0.34455,                0.15188,                 2.6522,                 2.4124,                 2.6279,             0.00044576,             0.00044576,             0.00044576
                     76,                 1.2858,                 1.0678,                 1.3781,                0.43708,                 0.2849,                0.34973,                0.15569,                 2.6808,                 2.4568,                 2.5977,             0.00042925,             0.00042925,             0.00042925
                     77,                 1.2979,                 1.0813,                 1.3878,                0.31944,                0.32811,                0.33522,                0.13509,                 2.7043,                 2.3745,                  2.684,             0.00041275,             0.00041275,             0.00041275
                     78,                 1.2737,                  1.045,                 1.3554,                0.42651,                0.32302,                0.35908,                0.14875,                 2.6258,                  2.365,                  2.636,             0.00039625,             0.00039625,             0.00039625
                     79,                 1.2502,                 1.0337,                 1.3381,                 0.3125,                0.34758,                0.32647,                0.15842,                 2.4875,                 2.5516,                 2.5226,             0.00037974,             0.00037974,             0.00037974
                     80,                 1.2465,                 1.0026,                 1.3495,                0.49204,                0.30897,                0.36066,                0.14618,                 2.6418,                 2.4411,                 2.6839,             0.00036324,             0.00036324,             0.00036324
                     81,                 1.2396,                 1.0045,                 1.3359,                0.38047,                0.30437,                0.33453,                0.14457,                 2.5745,                 2.4902,                 2.6491,             0.00034674,             0.00034674,             0.00034674
                     82,                 1.2374,                0.99597,                 1.3221,                0.35554,                 0.2925,                0.33955,                 0.1386,                 2.6145,                 2.5431,                 2.6686,             0.00033023,             0.00033023,             0.00033023
                     83,                 1.2012,                0.96228,                 1.3152,                0.42568,                0.33102,                0.36914,                0.15355,                 2.6797,                  2.507,                 2.7367,             0.00031373,             0.00031373,             0.00031373
                     84,                 1.2027,                0.97396,                 1.3269,                0.29481,                0.34805,                 0.3255,                0.14893,                 2.6781,                 2.4927,                 2.7856,             0.00029723,             0.00029723,             0.00029723
                     85,                 1.1702,                0.95304,                 1.3106,                0.33358,                0.36087,                0.34943,                0.13865,                 2.6479,                 2.4127,                 2.7664,             0.00028072,             0.00028072,             0.00028072
                     86,                 1.1713,                0.92611,                 1.2937,                0.48829,                0.32336,                0.37645,                0.14749,                 2.5859,                 2.4444,                  2.615,             0.00026422,             0.00026422,             0.00026422
                     87,                 1.1477,                0.92901,                 1.2767,                0.34425,                0.36752,                0.36239,                0.14033,                 2.6169,                 2.4268,                 2.6306,             0.00024772,             0.00024772,             0.00024772
                     88,                 1.1826,                 0.9354,                 1.2792,                0.37172,                0.31993,                0.36192,                0.15563,                 2.5973,                 2.5168,                 2.5979,             0.00023121,             0.00023121,             0.00023121
                     89,                 1.1517,                0.91579,                 1.2792,                0.36525,                0.34853,                 0.3834,                0.16379,                 2.5548,                 2.5217,                 2.5644,             0.00021471,             0.00021471,             0.00021471
                     90,                 1.2213,                0.97102,                 1.3626,                0.38508,                0.34188,                0.35994,                 0.1422,                 2.6467,                 2.4121,                 2.6652,             0.00019821,             0.00019821,             0.00019821
                     91,                 1.1255,                0.86722,                  1.292,                0.35526,                0.30342,                 0.3476,                0.14304,                 2.6637,                 2.3439,                 2.7297,              0.0001817,              0.0001817,              0.0001817
                     92,                 1.1112,                0.83093,                 1.2714,                0.40178,                0.34805,                0.38374,                0.14725,                  2.642,                 2.4304,                 2.6839,              0.0001652,              0.0001652,              0.0001652
                     93,                 1.0593,                0.82917,                 1.2391,                0.39942,                0.33263,                0.35897,                 0.1439,                 2.6541,                 2.4083,                 2.7291,              0.0001487,              0.0001487,              0.0001487
